student_id,gender,department,semester,gpa_band,ds1_gpa,ds1_studytimeweekly,ds1_absences,ds1_tutoring,ds1_parentalsupport,ds1_extracurricular,ds1_sports,ds1_music,ds1_volunteering,ds1_parentaleducation,ds2_study_hours_per_day,ds2_sleep_hours_per_day,ds2_social_hours_per_day,ds2_physical_activity_hours_per_day,ds2_extracurricular_hours_per_day,ds2_stress_level,ds4_university_gpa,ds4_field_of_study,ds4_internships_completed,ds4_projects_completed,ds4_certifications,ds4_soft_skills_score,ds4_networking_score,ds4_job_offers,ds4_starting_salary,ds4_career_satisfaction,ds4_work_life_balance,ds4_current_job_level,ds5_major,ds5_interested_domain,ds5_future_career,ds5_projects,ds5_python,ds5_sql,ds5_java
STU_00866,0,Mechanical,4,medium,2.6559935659147995,10.318917570508468,5,0,2,0,1,0,0,2,5.1,7.7,5.5,4.4,1.3,Low,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,Computer Science,Artificial Intelligence,Robotics Engineer,Robotics,Strong,Strong,Weak
STU_00867,0,CSE,4,very_low,1.4053156279015715,4.689680135663399,18,0,3,0,1,0,0,2,6.3,8.8,3.6,2.6,2.7,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00868,1,Civil,7,low,2.3299096451911727,10.114845967108888,12,0,4,1,0,1,0,3,5.0,9.3,4.1,5.5,0.1,Low,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00869,1,IT,1,very_low,0.88186635307777,11.448154519355302,19,0,2,0,0,0,0,1,5.1,8.8,0.8,8.3,1.0,Low,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_00870,1,IT,1,low,2.223813666751698,16.59287610705857,8,0,0,0,0,0,0,1,5.2,6.8,1.9,8.6,1.5,Low,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00871,1,ECE,5,low,2.154199353389932,13.856023972598177,18,0,4,1,1,0,0,1,5.7,8.6,3.0,6.4,0.3,Low,3.0,Psychology,1,3,1,6,5,1,44000,6,8,Entry,,,,,,,
STU_00872,1,IT,7,medium,2.8934002946535644,9.07507520500707,6,1,2,0,0,1,0,2,7.2,9.1,0.8,3.6,3.3,Moderate,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,Computer Science,Computer Graphics,Game Developer,Game Development,Weak,Average,Strong
STU_00873,1,IT,8,very_low,1.020926365102642,0.6004045143467263,26,0,4,1,1,1,0,1,6.0,6.8,6.0,2.7,2.5,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00874,1,ECE,7,very_low,1.417604009607429,0.3128659061486827,19,0,3,0,0,0,0,2,5.2,6.8,1.9,8.6,1.5,Low,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00875,0,CSE,1,high,3.283916521897384,0.941223957538948,1,0,4,0,0,1,0,1,10.0,8.8,2.8,0.2,2.2,High,3.5,Business,3,7,3,8,7,3,88000,8,7,Mid,Computer Science,Data Science,Data Scientist,Machine Learning,Average,Strong,Weak
STU_00876,1,CSE,1,low,1.6304001316060543,4.461800368907117,18,1,3,1,1,0,0,2,6.1,9.9,2.6,1.4,4.0,Moderate,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00877,0,IT,6,very_low,0.3979893966925436,4.285436186205192,29,1,2,0,1,0,0,3,6.1,5.7,1.1,9.3,1.8,High,2.9,Psychology,1,3,1,6,5,1,44000,6,8,Entry,,,,,,,
STU_00878,1,CSE,7,high,3.4590447338738057,17.693499699066997,2,1,3,0,1,0,1,2,9.2,7.6,1.6,3.7,1.9,High,3.5,Marketing,3,7,3,8,7,3,90000,8,6,Mid,Computer Science,Software Development,Embedded Software Engineer,Embedded Systems,Weak,Strong,Average
STU_00879,1,Mechanical,8,very_low,1.357062701404827,5.778740333151653,16,1,0,0,0,0,1,2,5.8,7.0,0.3,9.5,1.4,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00880,0,IT,2,low,1.6833300315712254,17.467829158184387,19,1,1,0,1,0,0,4,5.2,8.4,0.1,7.9,2.4,Low,2.8,Arts,0,2,0,5,4,0,32000,5,7,Entry,,,,,,,
STU_00881,0,IT,3,very_low,0.591872335776283,0.241398706012359,27,0,1,1,1,1,0,2,5.8,9.3,5.7,2.5,0.7,Low,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00882,0,ECE,4,very_low,1.4233383361752172,6.23406642985624,12,0,2,0,0,0,1,1,5.7,5.0,1.0,9.3,3.0,High,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,,,,,,,
STU_00883,0,CSE,5,very_low,1.101939932271634,8.875671585646714,25,0,3,1,0,0,0,0,5.5,6.7,5.2,4.8,1.8,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00884,1,IT,6,medium,2.5559753763709523,18.36386316923406,10,0,3,0,1,0,1,2,6.3,5.6,1.2,9.1,1.8,High,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,Computer Science,Biomedical Computing,Healthcare IT Specialist,Healthcare Data Analyst,Weak,Average,Strong
STU_00885,1,CSE,1,high,3.138784394067383,13.023954241906928,13,1,2,1,1,0,0,2,6.8,5.7,0.3,9.4,1.8,High,3.3,Law,2,5,2,7,6,2,76000,7,6,Mid,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Weak,Strong
STU_00886,0,Mechanical,6,low,1.84886644019124,17.881990722123184,16,0,3,1,0,0,1,0,5.7,5.0,1.0,9.3,3.0,High,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00887,1,IT,3,very_low,0.9467679046532856,5.044462684612377,21,0,3,0,0,0,0,1,5.8,7.0,0.3,9.5,1.4,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00888,1,ECE,2,low,1.8981464002812247,3.924685633757112,14,0,2,1,0,0,0,2,5.5,6.7,5.2,4.8,1.8,Low,3.0,Marketing,1,3,1,6,5,1,40000,6,8,Entry,,,,,,,
STU_00889,1,CSE,7,very_low,1.1613543513353255,1.4471451548265324,22,0,3,1,1,0,0,2,6.1,9.9,2.6,1.4,4.0,Moderate,2.8,Arts,0,2,0,5,4,0,32000,5,7,Entry,,,,,,,
STU_00890,1,ECE,4,low,1.5717864335294334,11.59072738299962,15,0,0,0,0,0,1,1,6.7,6.0,0.4,7.5,3.4,Moderate,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00891,1,Civil,4,low,1.596574874404599,1.4835239118862442,12,0,3,0,0,0,0,0,5.2,8.4,0.1,7.9,2.4,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00892,0,ECE,7,low,1.783001895562732,11.286021293396605,16,0,1,1,0,1,0,2,5.7,6.0,3.0,6.8,2.5,Low,3.0,Business,1,4,1,6,5,1,56000,6,8,Entry,,,,,,,
STU_00893,1,CSE,2,very_low,1.2072685461345751,14.666558174337244,27,1,2,1,0,0,0,2,6.7,6.0,0.4,7.5,3.4,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00894,0,IT,7,medium,2.742091793566248,6.918990357264059,3,0,2,0,0,0,0,2,7.4,9.2,4.5,0.9,2.0,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,Computer Science,Computer Graphics,Graphics Programmer,3D Rendering,Weak,Average,Strong
STU_00895,1,IT,3,very_low,0.7716774917459892,4.061411858401243,26,1,2,0,0,0,0,2,5.2,5.8,5.3,6.0,1.7,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00896,1,CSE,5,low,1.845656783786327,19.60103885952969,16,0,2,1,0,0,1,3,5.2,6.8,1.9,8.6,1.5,Low,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00897,0,IT,1,low,1.5913657381425088,12.888463392596332,17,0,2,0,1,0,0,2,7.0,7.1,5.8,1.4,2.7,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00898,1,ECE,3,very_low,0.9721682581321198,13.600921127485396,22,0,1,0,1,0,0,2,5.2,8.4,0.1,7.9,2.4,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00899,0,CSE,7,low,2.4713865329338423,8.871994026363744,9,0,2,0,1,0,1,2,5.2,5.8,5.3,6.0,1.7,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00900,1,IT,3,low,1.9915084140251773,11.942332400310068,13,0,2,0,1,0,1,1,5.7,5.0,1.0,9.3,3.0,High,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00901,1,CSE,6,very_high,3.9514599508156745,15.683743584641592,1,1,4,0,1,0,0,2,9.9,6.1,1.3,6.1,0.6,High,3.9,Computer Science,4,9,5,10,9,5,136000,10,5,Senior,Computer Science,Software Development,Software Engineer,Social Media Platform,Average,Weak,Strong
STU_00902,0,ECE,2,very_low,1.3619328272119078,4.003084224987337,22,0,2,1,1,0,0,2,5.7,5.0,1.0,9.3,3.0,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00903,1,Mechanical,7,very_high,3.666290826527483,15.36178756837333,3,1,2,1,1,0,0,0,9.7,8.0,2.1,2.4,1.8,High,3.6,Medicine,3,7,3,9,8,3,96000,9,6,Mid,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Strong,Weak
STU_00904,1,ECE,4,low,1.845656783786327,19.60103885952969,16,0,2,1,0,0,1,3,5.2,8.4,0.1,7.9,2.4,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00905,0,ECE,2,very_low,1.1767815056705988,14.960694786831771,26,0,4,1,0,1,1,1,7.0,7.1,5.8,1.4,2.7,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00906,1,CSE,7,low,1.8889919304287464,16.78816075218544,15,0,1,0,0,0,0,2,5.2,9.8,3.0,4.6,1.4,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00907,1,CSE,4,low,1.6230778220088506,18.91347074101609,22,1,2,1,0,0,0,2,5.9,5.5,3.8,6.9,1.9,High,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,,,,,,,
STU_00908,1,IT,4,medium,2.631367841368872,7.5208358221831295,5,0,0,0,0,0,0,2,8.4,9.1,0.2,3.8,2.5,High,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,Computer Science,Computer Graphics,Game Developer,Game Development,Weak,Average,Strong
STU_00909,1,IT,4,very_low,1.146086034129592,8.619661256945168,18,0,1,1,0,0,0,2,5.3,7.6,4.5,4.2,2.4,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00910,0,IT,7,low,1.9493060573283008,2.2571628942552446,11,0,2,0,1,0,0,3,5.2,9.8,3.0,4.6,1.4,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00911,1,IT,7,low,1.596574874404599,1.4835239118862442,12,0,3,0,0,0,0,0,6.7,5.6,2.5,9.1,0.1,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00912,1,ECE,3,high,3.0811935547787432,8.25678795517813,6,1,2,0,0,1,0,0,8.1,8.5,3.6,0.7,3.1,High,3.5,Marketing,3,7,3,8,7,3,90000,8,6,Mid,Computer Science,Cybersecurity,Information Security Analyst,Network Security,Average,Weak,Strong
STU_00913,1,IT,1,very_low,0.4389817405690688,0.3591572750030192,21,0,0,0,1,0,1,1,5.3,7.6,4.5,4.2,2.4,Low,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_00914,1,Civil,2,medium,2.977408432892682,14.4123258132743,7,0,4,0,0,1,0,2,7.7,8.5,4.9,0.2,2.7,Moderate,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,Computer Science,Computer Graphics,Graphics Programmer,3D Rendering,Weak,Average,Strong
STU_00915,0,IT,1,low,2.1609785190420574,8.491452143719112,12,0,3,0,1,0,0,3,7.0,7.1,5.8,1.4,2.7,Moderate,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00916,1,IT,7,low,1.666702257521599,8.765972160663317,17,0,4,0,0,0,0,1,5.2,5.8,5.3,6.0,1.7,High,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00917,1,ECE,8,low,1.7536230683511045,7.762429135369942,12,1,1,1,0,0,0,2,5.8,7.0,0.3,9.5,1.4,Low,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,,,,,,,
STU_00918,0,Mechanical,1,low,2.134832886078039,11.468032517954075,14,1,2,0,0,0,1,1,5.3,10.0,2.0,6.3,0.4,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00919,0,IT,3,low,1.836642800001118,5.763042715548061,16,1,2,1,1,0,0,1,6.0,6.8,6.0,2.7,2.5,Moderate,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,,,,,,,
STU_00920,0,ECE,8,medium,2.6882293307172063,14.04194376758982,13,1,4,1,0,0,0,1,5.7,5.3,1.2,11.0,0.8,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Human-Computer Interaction,UX Designer,User Experience Researcher,Weak,Average,Strong
STU_00921,0,CSE,2,low,1.9493060573283008,2.2571628942552446,11,0,2,0,1,0,0,3,5.3,5.2,0.4,11.1,2.0,High,2.8,Arts,0,2,0,5,4,0,32000,5,7,Entry,,,,,,,
STU_00922,0,Mechanical,1,medium,2.8159732956810704,5.791654093414542,2,0,1,1,0,0,0,0,6.3,9.4,1.2,4.0,3.1,Moderate,2.8,Arts,0,2,0,5,4,0,31000,5,7,Entry,Computer Science,Artificial Intelligence,Machine Learning Researcher,Chatbot Development,Strong,Strong,Weak
STU_00923,0,CSE,7,low,2.4013738525578114,14.511364951198964,7,0,2,0,1,0,1,3,5.3,5.2,0.4,11.1,2.0,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00924,1,ECE,6,high,3.0549241250380565,10.9604299445827,8,1,2,1,0,1,0,0,6.7,5.1,5.0,7.1,0.1,High,3.2,Computer Science,2,5,2,7,6,2,70000,7,6,Mid,Computer Science,Mobile App Development,Mobile App Developer,iOS Game,Average,Weak,Strong
STU_00925,0,IT,6,low,1.8558655731681932,18.28680885332967,17,0,3,0,1,0,0,3,5.6,7.1,2.3,5.5,3.5,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00926,1,CSE,8,very_low,1.4450767191993792,2.54816143390858,19,0,4,0,0,1,1,2,5.2,6.8,1.9,8.6,1.5,Low,3.0,Business,1,4,1,6,5,1,56000,6,8,Entry,,,,,,,
STU_00927,0,ECE,1,low,1.563591912280606,1.3350050970151384,14,0,3,0,0,0,0,1,6.8,8.9,4.0,1.3,3.0,Moderate,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00928,0,IT,6,low,2.197394591639808,14.67840740575401,14,1,3,0,0,0,0,1,6.2,6.1,0.4,9.8,1.5,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00929,1,ECE,6,medium,2.854803928981318,18.679748370252344,10,0,3,1,0,0,0,0,9.1,6.5,3.7,2.2,2.5,High,2.9,Psychology,1,3,1,6,5,1,44000,6,8,Entry,Computer Science,Mobile App Development,Mobile App Developer,iOS App,Average,Weak,Strong
STU_00930,1,CSE,6,very_low,0.5672500284902902,11.223004248703488,25,0,2,1,0,0,0,2,5.2,6.8,1.9,8.6,1.5,Low,2.9,Arts,0,2,0,6,4,0,35000,5,7,Entry,,,,,,,
STU_00931,1,CSE,5,very_low,1.185985514478241,3.0531632908156747,23,0,3,1,1,0,0,2,5.5,6.7,5.2,4.8,1.8,Low,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00932,0,CSE,3,medium,2.6053753688041805,9.24913634130296,11,0,4,0,0,1,0,3,7.5,6.2,0.5,6.3,3.5,Moderate,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,Computer Science,Data Science,Data Analyst,Data Mining,Average,Weak,Strong
STU_00933,0,ECE,4,very_low,1.0658486732058416,4.145650450994712,19,0,1,1,0,0,0,1,5.0,9.3,4.1,5.5,0.1,Low,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,,,,,,,
STU_00934,1,CSE,6,very_low,1.1799034066853449,17.347092782307158,25,1,0,1,1,0,0,2,5.3,5.2,0.4,11.1,2.0,High,2.9,Arts,0,2,0,6,4,0,35000,5,7,Entry,,,,,,,
STU_00935,1,IT,5,low,2.328240384630152,14.078733340690308,11,0,3,0,0,0,1,2,5.3,7.7,3.8,5.1,2.1,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00936,1,Mechanical,3,very_high,3.84128624851289,13.78218162973648,0,0,3,1,0,0,0,1,9.7,8.9,1.3,3.6,0.5,High,3.9,Computer Science,4,9,5,10,9,5,144000,10,5,Senior,Computer Science,Cloud Computing,Cloud Solutions Architect,AWS Deployment,Weak,Strong,Average
STU_00937,1,IT,6,low,2.09606565162715,6.580114593244657,6,0,0,0,0,0,0,2,6.1,5.7,1.1,9.3,1.8,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00938,1,CSE,8,high,3.03416743887847,6.834237586833767,5,0,3,1,0,0,0,2,5.8,7.7,5.4,4.6,0.5,Low,3.5,Business,3,7,3,8,7,3,90000,8,7,Mid,Computer Science,Web Development,Web Developer,E-commerce Website,Weak,Strong,Strong
STU_00939,1,Mechanical,1,medium,2.6741625507699083,8.560387048792876,3,0,2,0,0,0,1,2,5.5,8.3,3.6,6.5,0.1,Low,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,Computer Science,Web Development,Web Developer,E-commerce Website,Weak,Strong,Strong
STU_00940,0,CSE,3,very_low,1.2878189977208636,7.560621244663903,12,0,0,0,0,0,0,3,5.9,6.3,1.4,7.0,3.4,Low,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00941,1,IT,5,medium,2.637348954652655,5.825874944110105,2,0,2,0,0,0,0,3,8.0,5.6,5.9,3.8,0.7,High,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,Computer Science,Data Science,Data Scientist,Machine Learning,Average,Strong,Weak
STU_00942,0,IT,8,low,2.1039665103433465,18.168750957445297,15,0,3,0,1,0,0,3,6.8,8.9,4.0,1.3,3.0,Moderate,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00943,0,IT,6,medium,2.794885282534225,14.32650686952056,14,1,3,0,1,1,0,4,7.7,9.3,0.3,2.7,4.0,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Computer Graphics,Graphics Programmer,3D Animation,Weak,Average,Strong
STU_00944,0,CSE,4,medium,2.644194209070477,13.414944009435468,10,0,3,0,1,0,0,3,5.5,5.7,2.1,9.7,1.0,High,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Weak,Strong
STU_00945,0,ECE,2,very_low,0.4291372796949342,14.408321381846855,26,0,0,0,0,0,0,1,5.1,7.1,3.4,5.6,2.8,Low,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_00946,0,CSE,5,very_low,1.1757680252358405,16.411528786676996,24,0,4,0,0,0,1,2,6.7,6.0,0.4,7.5,3.4,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00947,1,IT,7,very_high,3.9794209177543953,1.5654896145975172,4,1,4,1,1,0,0,2,9.2,9.8,1.0,0.8,3.2,High,3.8,Medicine,4,9,5,10,9,5,148000,10,5,Senior,Computer Science,Artificial Intelligence,NLP Research Scientist,Natural Language Processing,Strong,Average,Weak
STU_00948,1,ECE,6,very_low,0.3167559737315224,1.860607494817914,26,0,2,1,0,0,0,2,5.5,6.7,5.2,4.8,1.8,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00949,1,IT,6,very_high,3.984673602658726,9.001905371817188,2,1,3,1,1,0,0,2,9.8,6.6,3.0,2.9,1.7,High,3.6,Medicine,3,7,3,9,8,3,98000,9,6,Mid,Computer Science,Cybersecurity,Information Security Analyst,Network Security,Weak,Strong,Average
STU_00950,1,Mechanical,8,high,3.0189058584279675,2.949078348522698,3,1,1,1,1,0,0,1,7.0,9.5,3.6,0.4,3.5,Moderate,3.1,Marketing,1,4,1,7,6,1,46000,6,7,Entry,Computer Science,IoT (Internet of Things),IoT Developer,Smart Home Automation,Weak,Strong,Average
STU_00951,0,CSE,7,medium,2.686144990139594,6.333687120338521,8,1,2,1,0,0,0,3,6.3,7.5,3.5,6.2,0.5,Moderate,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,Computer Science,Web Development,Web Developer,E-commerce Website,Weak,Strong,Strong
STU_00952,1,CSE,4,very_high,3.770694721842285,5.621477708902263,0,1,4,0,0,1,0,2,10.0,6.7,0.5,5.6,1.2,High,3.7,Business,3,7,3,9,8,4,104000,9,6,Mid,Computer Science,Web Development,Web Developer,E-commerce Website,Weak,Strong,Strong
STU_00953,1,ECE,2,very_high,3.5485205508668662,16.20865827146341,1,0,3,1,0,0,0,2,9.7,6.7,0.7,6.3,0.6,High,3.6,Medicine,3,7,3,9,8,3,98000,9,6,Mid,Computer Science,Software Development,Software Engineer,Web Application Development,Strong,Weak,Strong
STU_00954,1,CSE,3,medium,2.672755461068081,16.359695421544107,10,0,3,0,1,0,0,1,5.7,6.0,0.6,9.1,2.6,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Mobile App Development,Mobile App Developer,iOS App,Average,Weak,Strong
STU_00955,1,Mechanical,1,low,1.7036118032323682,6.04553400992897,15,0,2,0,0,0,0,2,5.7,8.6,3.0,6.4,0.3,Low,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00956,0,ECE,3,medium,2.824604892517854,17.613011549291556,10,1,2,1,0,0,0,1,5.9,6.7,1.3,7.6,2.5,Low,2.8,Arts,0,2,0,5,4,0,31000,5,7,Entry,Computer Science,Computer Graphics,Graphics Programmer,3D Rendering,Weak,Average,Strong
STU_00957,1,Mechanical,6,very_low,0.4541144380742554,17.465087133833453,27,0,2,1,0,0,0,1,5.5,8.9,1.0,5.1,3.5,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00958,0,CSE,6,low,2.119171492034809,14.832756372352415,12,0,3,0,0,0,0,2,5.2,9.8,3.0,4.6,1.4,Low,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00959,0,Civil,2,low,2.4349505569398877,17.700306490945174,16,1,2,0,1,1,0,2,5.9,5.5,3.8,6.9,1.9,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00960,1,CSE,8,low,2.2435930907680928,5.708105806056832,13,1,2,0,1,0,0,2,5.3,7.7,3.8,5.1,2.1,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00961,0,IT,3,low,2.186426951334845,2.1855889073631984,7,0,3,1,0,0,0,3,5.2,5.8,5.3,6.0,1.7,High,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00962,1,CSE,1,low,2.057378500596372,14.372074813803913,23,0,4,1,1,0,0,2,5.5,6.7,5.2,4.8,1.8,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00963,1,ECE,5,medium,2.6216233262773407,4.998034432737796,3,0,3,0,0,0,0,3,7.4,8.0,6.0,0.9,1.7,Moderate,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,Computer Science,Web Development,Web Developer,E-commerce Website,Weak,Strong,Strong
STU_00964,1,ECE,5,high,3.279646224162432,3.8516326491705577,0,0,3,1,0,0,0,2,5.9,7.6,3.6,4.0,2.9,Low,3.4,Engineering,2,5,2,8,7,2,80000,7,6,Mid,Computer Science,Computer Graphics,Graphics Programmer,3D Rendering,Weak,Average,Strong
STU_00965,0,ECE,7,very_low,0.6237474365472879,15.59063363647866,26,0,3,0,0,0,0,2,6.7,5.6,2.5,9.1,0.1,High,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00966,1,IT,2,very_low,0.3931864713624303,13.281482423996682,29,0,1,0,0,0,0,3,5.3,5.2,0.4,11.1,2.0,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00967,1,ECE,1,very_low,1.3627443691586447,12.964183548971118,20,0,0,1,1,0,0,1,5.2,6.8,1.9,8.6,1.5,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00968,0,CSE,7,high,3.117354434785501,1.9899245236127627,0,0,1,1,0,0,1,4,8.4,5.4,6.0,3.1,1.1,High,3.4,Marketing,2,5,2,7,6,2,78000,7,6,Mid,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Weak,Strong
STU_00969,1,IT,5,low,2.017218038843316,3.75807177596833,12,0,3,1,1,0,0,1,6.3,8.8,3.6,2.6,2.7,Moderate,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00970,1,IT,2,high,3.308664019789773,9.91638945297078,3,0,4,1,0,0,0,4,7.8,5.6,3.2,6.9,0.5,High,3.4,Marketing,2,5,2,7,6,2,78000,7,6,Mid,Computer Science,Cybersecurity,Information Security Analyst,Network Security,Average,Weak,Strong
STU_00971,1,Civil,7,very_low,0.7220565813951911,17.500173994879404,24,0,2,0,0,0,0,1,5.5,6.7,5.2,4.8,1.8,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00972,0,CSE,6,very_low,0.211194222791904,6.510066762522708,29,0,3,0,0,0,1,2,6.1,9.9,2.6,1.4,4.0,Moderate,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00973,1,CSE,8,medium,2.8463787534192235,17.955916127840517,6,0,3,1,0,0,1,2,6.4,9.9,2.2,2.2,3.3,Moderate,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,Computer Science,Computer Graphics,Game Developer,Game Development,Weak,Average,Strong
STU_00974,1,IT,1,high,3.0556902074734404,17.998190867093435,5,0,0,1,0,0,0,2,8.2,6.2,4.4,4.0,1.2,High,3.4,Psychology,2,5,2,8,7,2,80000,7,6,Mid,Computer Science,Cloud Computing,Cloud Solutions Architect,Cloud Infrastructure Management,Strong,Weak,Weak
STU_00975,0,IT,1,very_low,0.205067960146301,2.6703110270563912,28,0,3,0,0,0,0,3,5.5,9.1,4.4,1.4,3.6,Low,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00976,1,CSE,3,low,2.288466675256948,18.580417714336026,16,1,2,1,0,0,0,3,6.7,6.0,0.4,7.5,3.4,Moderate,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00977,0,IT,6,very_low,0.645454380244234,13.930143669537784,26,0,1,1,0,0,0,3,6.1,9.9,2.6,1.4,4.0,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
